"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031396","BP","GO:0031396","regulation of protein ubiquitination","6/107","210/18903",0.00124662812444247,0.00630921132968142,0.00284672765652327,"672/701/857/991/5347/6502",6
"GO:0014074","BP","GO:0014074","response to purine-containing compound","5/107","142/18903",0.00128265444010259,0.00647780055674141,0.00292279542318782,"1080/1111/2353/2623/3553",5
"GO:0002369","BP","GO:0002369","T cell cytokine production","3/107","38/18903",0.00128790916580882,0.00647780055674141,0.00292279542318782,"50943/3553/3569",3
"GO:0002724","BP","GO:0002724","regulation of T cell cytokine production","3/107","38/18903",0.00128790916580882,0.00647780055674141,0.00292279542318782,"50943/3553/3569",3
"GO:0010742","BP","GO:0010742","macrophage derived foam cell differentiation","3/107","38/18903",0.00128790916580882,0.00647780055674141,0.00292279542318782,"948/4792/5468",3
"GO:0030851","BP","GO:0030851","granulocyte differentiation","3/107","38/18903",0.00128790916580882,0.00647780055674141,0.00292279542318782,"1440/2623/2624",3
"GO:0006282","BP","GO:0006282","regulation of DNA repair","6/107","212/18903",0.00130856529978939,0.00657355918213112,0.00296600188957533,"580/672/1111/407006/5111/5888",6
"GO:0006513","BP","GO:0006513","protein monoubiquitination","4/107","84/18903",0.00132258423667829,0.0066357806640254,0.00299407633566418,"580/672/675/5888",4
"GO:0030177","BP","GO:0030177","positive regulation of Wnt signaling pathway","5/107","144/18903",0.00136473851519994,0.0068365977663155,0.00308468537839867,"857/1950/2247/2263/7015",5
"GO:0000281","BP","GO:0000281","mitotic cytokinesis","4/107","85/18903",0.0013819168575329,0.0068365977663155,0.00308468537839867,"9212/332/55143/5347",4
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","4/107","85/18903",0.0013819168575329,0.0068365977663155,0.00308468537839867,"672/407006/407007/5295",4
"GO:0002361","BP","GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","2/107","10/18903",0.00138672940881347,0.0068365977663155,0.00308468537839867,"50943/3458",2
"GO:0014012","BP","GO:0014012","peripheral nervous system axon regeneration","2/107","10/18903",0.00138672940881347,0.0068365977663155,0.00308468537839867,"407006/407007",2
"GO:0021936","BP","GO:0021936","regulation of cerebellar granule cell precursor proliferation","2/107","10/18903",0.00138672940881347,0.0068365977663155,0.00308468537839867,"1950/2247",2
"GO:0060525","BP","GO:0060525","prostate glandular acinus development","2/107","10/18903",0.00138672940881347,0.0068365977663155,0.00308468537839867,"2263/8626",2
"GO:0062042","BP","GO:0062042","regulation of cardiac epithelial to mesenchymal transition","2/107","10/18903",0.00138672940881347,0.0068365977663155,0.00308468537839867,"2022/7048",2
"GO:1903596","BP","GO:1903596","regulation of gap junction assembly","2/107","10/18903",0.00138672940881347,0.0068365977663155,0.00308468537839867,"857/3553",2
"GO:2000048","BP","GO:2000048","negative regulation of cell-cell adhesion mediated by cadherin","2/107","10/18903",0.00138672940881347,0.0068365977663155,0.00308468537839867,"4072/28984",2
"GO:2000121","BP","GO:2000121","regulation of removal of superoxide radicals","2/107","10/18903",0.00138672940881347,0.0068365977663155,0.00308468537839867,"948/283120",2
"GO:2000563","BP","GO:2000563","positive regulation of CD4-positive, alpha-beta T cell proliferation","2/107","10/18903",0.00138672940881347,0.0068365977663155,0.00308468537839867,"84433/7048",2
"GO:0032373","BP","GO:0032373","positive regulation of sterol transport","3/107","39/18903",0.00138952503813401,0.0068365977663155,0.00308468537839867,"857/4792/5468",3
"GO:0032376","BP","GO:0032376","positive regulation of cholesterol transport","3/107","39/18903",0.00138952503813401,0.0068365977663155,0.00308468537839867,"857/4792/5468",3
"GO:0033028","BP","GO:0033028","myeloid cell apoptotic process","3/107","39/18903",0.00138952503813401,0.0068365977663155,0.00308468537839867,"1029/2623/3569",3
"GO:0090077","BP","GO:0090077","foam cell differentiation","3/107","39/18903",0.00138952503813401,0.0068365977663155,0.00308468537839867,"948/4792/5468",3
"GO:0023061","BP","GO:0023061","signal release","9/107","470/18903",0.00140149401093119,0.00688714831973925,0.00310749388028019,"695/1080/6387/6927/3350/3458/3553/3569/5468",9
"GO:0002088","BP","GO:0002088","lens development in camera-type eye","4/107","86/18903",0.00144308354662663,0.00705739053368307,0.00318430747764088,"2195/2247/7048/7431",4
"GO:0032092","BP","GO:0032092","positive regulation of protein binding","4/107","86/18903",0.00144308354662663,0.00705739053368307,0.00318430747764088,"857/1440/4318/7015",4
"GO:0033077","BP","GO:0033077","T cell differentiation in thymus","4/107","86/18903",0.00144308354662663,0.00705739053368307,0.00318430747764088,"84433/50943/3553/3575",4
"GO:0045921","BP","GO:0045921","positive regulation of exocytosis","4/107","86/18903",0.00144308354662663,0.00705739053368307,0.00318430747764088,"1080/2623/2624/3458",4
"GO:0042307","BP","GO:0042307","positive regulation of protein import into nucleus","3/107","40/18903",0.00149604315476398,0.00729007120019285,0.00328929341865311,"983/3458/5295",3
"GO:0051154","BP","GO:0051154","negative regulation of striated muscle cell differentiation","3/107","40/18903",0.00149604315476398,0.00729007120019285,0.00328929341865311,"1048/2146/407007",3
"GO:1900016","BP","GO:1900016","negative regulation of cytokine production involved in inflammatory response","3/107","40/18903",0.00149604315476398,0.00729007120019285,0.00328929341865311,"2146/407006/407007",3
"GO:0050672","BP","GO:0050672","negative regulation of lymphocyte proliferation","4/107","87/18903",0.00150611416562868,0.00732158847980256,0.0033035140726834,"695/1493/50943/3559",4
"GO:2000134","BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","4/107","87/18903",0.00150611416562868,0.00732158847980256,0.0033035140726834,"6347/1030/11200/2146",4
"GO:0002312","BP","GO:0002312","B cell activation involved in immune response","4/107","88/18903",0.00157103852185319,0.00759179613889582,0.00342543226117813,"930/50943/3569/7037",4
"GO:0032370","BP","GO:0032370","positive regulation of lipid transport","4/107","88/18903",0.00157103852185319,0.00759179613889582,0.00342543226117813,"857/3553/4792/5468",4
"GO:0032945","BP","GO:0032945","negative regulation of mononuclear cell proliferation","4/107","88/18903",0.00157103852185319,0.00759179613889582,0.00342543226117813,"695/1493/50943/3559",4
"GO:0043367","BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","4/107","88/18903",0.00157103852185319,0.00759179613889582,0.00342543226117813,"50943/3458/3569/3718",4
"GO:1901983","BP","GO:1901983","regulation of protein acetylation","4/107","88/18903",0.00157103852185319,0.00759179613889582,0.00342543226117813,"672/1111/50943/2624",4
"GO:0140694","BP","GO:0140694","non-membrane-bounded organelle assembly","8/107","386/18903",0.00158073657331762,0.007629588401381,0.00344248419892398,"6790/9212/332/672/991/55143/11200/5347",8
"GO:0051053","BP","GO:0051053","negative regulation of DNA metabolic process","5/107","149/18903",0.00158687621576302,0.00765013634740321,0.00345175546963748,"675/990/1111/50943/407006",5
"GO:0051281","BP","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","3/107","41/18903",0.00160754929738582,0.00771319993456432,0.00348020987515827,"930/3973/7070",3
"GO:0070232","BP","GO:0070232","regulation of T cell apoptotic process","3/107","41/18903",0.00160754929738582,0.00771319993456432,0.00348020987515827,"939/3575/3718",3
"GO:0150077","BP","GO:0150077","regulation of neuroinflammatory response","3/107","41/18903",0.00160754929738582,0.00771319993456432,0.00348020987515827,"3553/3569/4318",3
"GO:1901031","BP","GO:1901031","regulation of response to reactive oxygen species","3/107","41/18903",0.00160754929738582,0.00771319993456432,0.00348020987515827,"948/283120/4233",3
"GO:0001654","BP","GO:0001654","eye development","8/107","388/18903",0.00163289969573766,0.00782559476825216,0.00353092262906529,"2195/2247/3725/4286/5979/7048/7070/7431",8
"GO:0002709","BP","GO:0002709","regulation of T cell mediated immunity","4/107","89/18903",0.00163788636273311,0.00783102373899691,0.00353337219056481,"50943/3553/3569/3575",4
"GO:0048864","BP","GO:0048864","stem cell development","4/107","89/18903",0.00163788636273311,0.00783102373899691,0.00353337219056481,"2066/2247/3084/5979",4
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","8/107","390/18903",0.00168642019795816,0.00797978627737875,0.00360049411914468,"857/1030/2022/2353/3725/5468/7048/7431",8
"GO:0002069","BP","GO:0002069","columnar/cuboidal epithelial cell maturation","2/107","11/18903",0.00168863587562641,0.00797978627737875,0.00360049411914468,"2624/5241",2
"GO:0010624","BP","GO:0010624","regulation of Schwann cell proliferation","2/107","11/18903",0.00168863587562641,0.00797978627737875,0.00360049411914468,"407006/407007",2
"GO:0014010","BP","GO:0014010","Schwann cell proliferation","2/107","11/18903",0.00168863587562641,0.00797978627737875,0.00360049411914468,"407006/407007",2
"GO:0044771","BP","GO:0044771","meiotic cell cycle phase transition","2/107","11/18903",0.00168863587562641,0.00797978627737875,0.00360049411914468,"993/995",2
"GO:0060601","BP","GO:0060601","lateral sprouting from an epithelium","2/107","11/18903",0.00168863587562641,0.00797978627737875,0.00360049411914468,"2263/8626",2
"GO:0060742","BP","GO:0060742","epithelial cell differentiation involved in prostate gland development","2/107","11/18903",0.00168863587562641,0.00797978627737875,0.00360049411914468,"2263/8626",2
"GO:0070344","BP","GO:0070344","regulation of fat cell proliferation","2/107","11/18903",0.00168863587562641,0.00797978627737875,0.00360049411914468,"1869/2624",2
"GO:1904668","BP","GO:1904668","positive regulation of ubiquitin protein ligase activity","2/107","11/18903",0.00168863587562641,0.00797978627737875,0.00360049411914468,"991/5347",2
"GO:2001225","BP","GO:2001225","regulation of chloride transport","2/107","11/18903",0.00168863587562641,0.00797978627737875,0.00360049411914468,"5243/1080",2
"GO:0050999","BP","GO:0050999","regulation of nitric-oxide synthase activity","3/107","42/18903",0.00172412735985209,0.00813804133616597,0.00367189909024065,"857/3553/7015",3
"GO:0072006","BP","GO:0072006","nephron development","5/107","152/18903",0.00173230359984931,0.00816714829441714,0.00368503220287885,"947/2066/2247/5175/5979",5
"GO:0150063","BP","GO:0150063","visual system development","8/107","392/18903",0.00174132299163212,0.00820015832907641,0.00369992639070947,"2195/2247/3725/4286/5979/7048/7070/7431",8
"GO:0033157","BP","GO:0033157","regulation of intracellular protein transport","6/107","225/18903",0.00177049005856941,0.0083278606458635,0.00375754590890339,"580/948/983/3458/3553/5295",6
"GO:2000117","BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","4/107","91/18903",0.0017774711563842,0.00835103211508136,0.00376800091806665,"332/939/960/4318",4
"GO:0051651","BP","GO:0051651","maintenance of location in cell","6/107","226/18903",0.00181055616756972,0.00849665157621633,0.00383370468446147,"580/857/930/2247/3973/7070",6
"GO:0031349","BP","GO:0031349","positive regulation of defense response","7/107","307/18903",0.00181755807237379,0.00851967244074633,0.00384409174051495,"695/3458/3553/3569/406913/283131/4792",7
"GO:0045834","BP","GO:0045834","positive regulation of lipid metabolic process","5/107","154/18903",0.00183454113430316,0.00858937231544706,0.00387554045107459,"930/2247/3458/3553/5468",5
"GO:0031952","BP","GO:0031952","regulation of protein autophosphorylation","3/107","43/18903",0.0018458593705389,0.00861259756816314,0.00388601972745032,"857/2022/3725",3
"GO:0051150","BP","GO:0051150","regulation of smooth muscle cell differentiation","3/107","43/18903",0.0018458593705389,0.00861259756816314,0.00388601972745032,"2022/2263/407006",3
"GO:0071459","BP","GO:0071459","protein localization to chromosome, centromeric region","3/107","43/18903",0.0018458593705389,0.00861259756816314,0.00388601972745032,"9212/701/983",3
"GO:0002253","BP","GO:0002253","activation of immune response","8/107","397/18903",0.00188479297919528,0.00877566653633833,0.0039595967432401,"695/84433/930/1493/50943/3553/28984/7070",8
"GO:0032368","BP","GO:0032368","regulation of lipid transport","5/107","155/18903",0.00188728655333654,0.00877566653633833,0.0039595967432401,"857/1950/3553/4792/5468",5
"GO:0050871","BP","GO:0050871","positive regulation of B cell activation","5/107","155/18903",0.00188728655333654,0.00877566653633833,0.0039595967432401,"695/84433/939/3569/7037",5
"GO:0048880","BP","GO:0048880","sensory system development","8/107","398/18903",0.00191457755195449,0.00889239219559205,0.00401226357353951,"2195/2247/3725/4286/5979/7048/7070/7431",8
"GO:1904427","BP","GO:1904427","positive regulation of calcium ion transmembrane transport","4/107","93/18903",0.00192510512520173,0.00893108131143817,0.00402972017315719,"857/930/3973/7070",4
"GO:0002042","BP","GO:0002042","cell migration involved in sprouting angiogenesis","4/107","94/18903",0.00200201413170438,0.0092667260036977,0.00418116367033811,"2247/2624/406913/407006",4
"GO:0032436","BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","4/107","94/18903",0.00200201413170438,0.0092667260036977,0.00418116367033811,"6790/857/991/5347",4
"GO:0002645","BP","GO:0002645","positive regulation of tolerance induction","2/107","12/18903",0.00201888722388048,0.00928140008806593,0.00418778464396261,"50943/7048",2
"GO:0033083","BP","GO:0033083","regulation of immature T cell proliferation","2/107","12/18903",0.00201888722388048,0.00928140008806593,0.00418778464396261,"50943/3553",2
"GO:0033084","BP","GO:0033084","regulation of immature T cell proliferation in thymus","2/107","12/18903",0.00201888722388048,0.00928140008806593,0.00418778464396261,"50943/3553",2
"GO:0051573","BP","GO:0051573","negative regulation of histone H3-K9 methylation","2/107","12/18903",0.00201888722388048,0.00928140008806593,0.00418778464396261,"672/5079",2
"GO:1903800","BP","GO:1903800","positive regulation of miRNA maturation","2/107","12/18903",0.00201888722388048,0.00928140008806593,0.00418778464396261,"3569/4613",2
"GO:1903977","BP","GO:1903977","positive regulation of glial cell migration","2/107","12/18903",0.00201888722388048,0.00928140008806593,0.00418778464396261,"407006/407007",2
"GO:0034109","BP","GO:0034109","homotypic cell-cell adhesion","4/107","95/18903",0.00208102355395899,0.0095454624416358,0.00430693005939949,"1048/2623/3043/3569",4
"GO:1903510","BP","GO:1903510","mucopolysaccharide metabolic process","4/107","95/18903",0.00208102355395899,0.0095454624416358,0.00430693005939949,"960/1950/2247/3553",4
"GO:0030890","BP","GO:0030890","positive regulation of B cell proliferation","3/107","45/18903",0.00210510415537937,0.0096450318911632,0.00435185597658679,"695/84433/7037",3
"GO:0046883","BP","GO:0046883","regulation of hormone secretion","6/107","234/18903",0.00215638034785773,0.00985092903861955,0.00444475714496355,"1080/3350/3458/3553/3569/5468",6
"GO:0002275","BP","GO:0002275","myeloid cell activation involved in immune response","4/107","96/18903",0.00216216257442142,0.00985092903861955,0.00444475714496355,"695/2623/2624/3458",4
"GO:0019217","BP","GO:0019217","regulation of fatty acid metabolic process","4/107","96/18903",0.00216216257442142,0.00985092903861955,0.00444475714496355,"672/857/3553/5468",4
"GO:0051153","BP","GO:0051153","regulation of striated muscle cell differentiation","4/107","96/18903",0.00216216257442142,0.00985092903861955,0.00444475714496355,"1048/2146/407007/3084",4
"GO:0070664","BP","GO:0070664","negative regulation of leukocyte proliferation","4/107","96/18903",0.00216216257442142,0.00985092903861955,0.00444475714496355,"695/1493/50943/3559",4
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","6/107","235/18903",0.00220288509629675,0.0100252239992721,0.00452339934902923,"332/939/960/4318/5468/8626",6
"GO:0046006","BP","GO:0046006","regulation of activated T cell proliferation","3/107","46/18903",0.0022427718572024,0.0101395006206485,0.00457496116897267,"50943/3559/3718",3
"GO:0048701","BP","GO:0048701","embryonic cranial skeleton morphogenesis","3/107","46/18903",0.0022427718572024,0.0101395006206485,0.00457496116897267,"2263/5079/7048",3
"GO:0055010","BP","GO:0055010","ventricular cardiac muscle tissue morphogenesis","3/107","46/18903",0.0022427718572024,0.0101395006206485,0.00457496116897267,"2022/2263/3084",3
"GO:2000273","BP","GO:2000273","positive regulation of signaling receptor activity","3/107","46/18903",0.0022427718572024,0.0101395006206485,0.00457496116897267,"6347/1950/3458",3
"GO:0001657","BP","GO:0001657","ureteric bud development","4/107","97/18903",0.00224546027524204,0.0101395006206485,0.00457496116897267,"4072/2247/2263/5979",4
"GO:0008593","BP","GO:0008593","regulation of Notch signaling pathway","4/107","97/18903",0.00224546027524204,0.0101395006206485,0.00457496116897267,"2624/406913/4792/8626",4
"GO:0010596","BP","GO:0010596","negative regulation of endothelial cell migration","4/107","97/18903",0.00224546027524204,0.0101395006206485,0.00457496116897267,"2247/407006/5468/28984",4
"GO:0042692","BP","GO:0042692","muscle cell differentiation","8/107","409/18903",0.00226741585667709,0.0102272786254558,0.00461456676480109,"983/1048/2022/2146/2263/407006/407007/3084",8
"GO:0072163","BP","GO:0072163","mesonephric epithelium development","4/107","98/18903",0.00233094563366629,0.0104789414327653,0.00472811748235524,"4072/2247/2263/5979",4
"GO:0072164","BP","GO:0072164","mesonephric tubule development","4/107","98/18903",0.00233094563366629,0.0104789414327653,0.00472811748235524,"4072/2247/2263/5979",4
"GO:1902807","BP","GO:1902807","negative regulation of cell cycle G1/S phase transition","4/107","98/18903",0.00233094563366629,0.0104789414327653,0.00472811748235524,"6347/1030/11200/2146",4
"GO:0010524","BP","GO:0010524","positive regulation of calcium ion transport into cytosol","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"857/3973",2
"GO:0010745","BP","GO:0010745","negative regulation of macrophage derived foam cell differentiation","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"4792/5468",2
"GO:0033079","BP","GO:0033079","immature T cell proliferation","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"50943/3553",2
"GO:0033080","BP","GO:0033080","immature T cell proliferation in thymus","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"50943/3553",2
"GO:0036462","BP","GO:0036462","TRAIL-activated apoptotic signaling pathway","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"407006/407007",2
"GO:0045605","BP","GO:0045605","negative regulation of epidermal cell differentiation","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"2146/8626",2
"GO:0045683","BP","GO:0045683","negative regulation of epidermis development","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"2146/8626",2
"GO:0048680","BP","GO:0048680","positive regulation of axon regeneration","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"407006/407007",2
"GO:0060100","BP","GO:0060100","positive regulation of phagocytosis, engulfment","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"948/2624",2
"GO:0070341","BP","GO:0070341","fat cell proliferation","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"1869/2624",2
"GO:0070486","BP","GO:0070486","leukocyte aggregation","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"960/3553",2
"GO:1903961","BP","GO:1903961","positive regulation of anion transmembrane transport","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"5243/1080",2
"GO:1905155","BP","GO:1905155","positive regulation of membrane invagination","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"948/2624",2
"GO:2000615","BP","GO:2000615","regulation of histone H3-K9 acetylation","2/107","13/18903",0.00237715894509267,0.0105237189028939,0.00474832115852704,"672/1111",2
"GO:0001774","BP","GO:0001774","microglial cell activation","3/107","47/18903",0.00238590340584991,0.0105394689580153,0.00475542761211733,"3458/3569/3725",3
"GO:0061647","BP","GO:0061647","histone H3-K9 modification","3/107","47/18903",0.00238590340584991,0.0105394689580153,0.00475542761211733,"672/1111/5079",3
"GO:0006606","BP","GO:0006606","protein import into nucleus","5/107","165/18903",0.00247765503965134,0.0109328882531412,0.00493293911546103,"948/983/3458/4792/5295",5
"GO:1901214","BP","GO:1901214","regulation of neuron death","7/107","325/18903",0.00250340427206001,0.0110345281579738,0.00497879922585744,"6347/947/1440/2353/3458/3725/7015",7
"GO:0097306","BP","GO:0097306","cellular response to alcohol","4/107","100/18903",0.00250859468086056,0.0110454266338216,0.00498371663803285,"672/1080/2353/5888",4
"GO:0002673","BP","GO:0002673","regulation of acute inflammatory response","3/107","48/18903",0.00253457183041407,0.0110996766366409,0.00500819433822744,"695/3553/3569",3
"GO:0006953","BP","GO:0006953","acute-phase response","3/107","48/18903",0.00253457183041407,0.0110996766366409,0.00500819433822744,"3553/3569/7037",3
"GO:0031057","BP","GO:0031057","negative regulation of histone modification","3/107","48/18903",0.00253457183041407,0.0110996766366409,0.00500819433822744,"672/50943/5079",3
"GO:0045581","BP","GO:0045581","negative regulation of T cell differentiation","3/107","48/18903",0.00253457183041407,0.0110996766366409,0.00500819433822744,"1493/50943/3718",3
"GO:0061028","BP","GO:0061028","establishment of endothelial barrier","3/107","48/18903",0.00253457183041407,0.0110996766366409,0.00500819433822744,"50943/3553/5175",3
"GO:0051250","BP","GO:0051250","negative regulation of lymphocyte activation","5/107","166/18903",0.0025432867292073,0.0111258528175441,0.00502000507878207,"695/1493/50943/3559/3718",5
"GO:0032409","BP","GO:0032409","regulation of transporter activity","7/107","326/18903",0.00254664144215324,0.0111285492697965,0.00502122172295523,"5243/857/6347/1080/3458/4318/5468",7
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","6/107","242/18903",0.00254996487590922,0.0111311033895758,0.00502237414645697,"6347/6387/3553/3569/5175/5295",6
"GO:0015908","BP","GO:0015908","fatty acid transport","4/107","101/18903",0.00260081575954614,0.0113287408861688,0.00511154854530307,"948/3553/3973/5468",4
"GO:0045132","BP","GO:0045132","meiotic chromosome segregation","4/107","101/18903",0.00260081575954614,0.0113287408861688,0.00511154854530307,"701/898/2177/5347",4
"GO:0006875","BP","GO:0006875","cellular metal ion homeostasis","8/107","420/18903",0.00266956720651277,0.0116157613782312,0.00524105271469091,"857/930/6387/2247/3458/3973/7037/7070",8
"GO:0006913","BP","GO:0006913","nucleocytoplasmic transport","7/107","329/18903",0.00267981469558274,0.0116249787196118,0.00524521159592926,"580/948/983/3458/3553/4792/5295",7
"GO:0051169","BP","GO:0051169","nuclear transport","7/107","329/18903",0.00267981469558274,0.0116249787196118,0.00524521159592926,"580/948/983/3458/3553/4792/5295",7
"GO:0010862","BP","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","3/107","49/18903",0.00268884842431965,0.0116249787196118,0.00524521159592926,"2022/5468/7048",3
"GO:0030261","BP","GO:0030261","chromosome condensation","3/107","49/18903",0.00268884842431965,0.0116249787196118,0.00524521159592926,"113130/983/5347",3
"GO:0050798","BP","GO:0050798","activated T cell proliferation","3/107","49/18903",0.00268884842431965,0.0116249787196118,0.00524521159592926,"50943/3559/3718",3
"GO:0070509","BP","GO:0070509","calcium ion import","3/107","49/18903",0.00268884842431965,0.0116249787196118,0.00524521159592926,"6347/6387/1950",3
"GO:0001823","BP","GO:0001823","mesonephros development","4/107","102/18903",0.00269533926713245,0.0116406575787739,0.00525228592577295,"4072/2247/2263/5979",4
"GO:0051170","BP","GO:0051170","import into nucleus","5/107","169/18903",0.00274776390075702,0.0117955432957329,0.00532217064369216,"948/983/3458/4792/5295",5
"GO:0001833","BP","GO:0001833","inner cell mass cell proliferation","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"675/1111",2
"GO:0003222","BP","GO:0003222","ventricular trabecula myocardium morphogenesis","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"2022/3084",2
"GO:0007100","BP","GO:0007100","mitotic centrosome separation","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"6790/1111",2
"GO:0010587","BP","GO:0010587","miRNA catabolic process","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"60674/10984",2
"GO:0030213","BP","GO:0030213","hyaluronan biosynthetic process","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"1950/3553",2
"GO:0044793","BP","GO:0044793","negative regulation by host of viral process","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"407006/407007",2
"GO:0070278","BP","GO:0070278","extracellular matrix constituent secretion","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"2022/28984",2
"GO:0070572","BP","GO:0070572","positive regulation of neuron projection regeneration","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"407006/407007",2
"GO:0098760","BP","GO:0098760","response to interleukin-7","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"695/3575",2
"GO:0098761","BP","GO:0098761","cellular response to interleukin-7","2/107","14/18903",0.00276312923659884,0.0117955432957329,0.00532217064369216,"695/3575",2
"GO:0048638","BP","GO:0048638","regulation of developmental growth","7/107","332/18903",0.00281828711822919,0.0120066774004483,0.00541743473673356,"983/6387/2066/2247/2263/407007/7048",7
"GO:2000058","BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","5/107","170/18903",0.00281849661418004,0.0120066774004483,0.00541743473673356,"6790/857/991/1950/5347",5
"GO:0002269","BP","GO:0002269","leukocyte activation involved in inflammatory response","3/107","50/18903",0.00284880276625143,0.0121103916757802,0.00546423080688174,"3458/3569/3725",3
"GO:1902041","BP","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/107","50/18903",0.00284880276625143,0.0121103916757802,0.00546423080688174,"672/407006/407007",3
"GO:0002440","BP","GO:0002440","production of molecular mediator of immune response","7/107","333/18903",0.0028656460047999,0.0121692637027239,0.00549079397278934,"695/948/50943/3553/3569/3718/7037",7
"GO:0030225","BP","GO:0030225","macrophage differentiation","3/107","51/18903",0.00301450274088407,0.0127613949364092,0.00575796466515356,"2624/3458/4318",3
"GO:0045058","BP","GO:0045058","T cell selection","3/107","51/18903",0.00301450274088407,0.0127613949364092,0.00575796466515356,"84433/50943/3569",3
"GO:1903793","BP","GO:1903793","positive regulation of anion transport","3/107","51/18903",0.00301450274088407,0.0127613949364092,0.00575796466515356,"5243/1080/3553",3
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway","6/107","252/18903",0.00311522679028795,0.0131603759622975,0.00593798563155883,"695/84433/930/1493/50943/7070",6
"GO:1903320","BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","6/107","252/18903",0.00311522679028795,0.0131603759622975,0.00593798563155883,"672/701/857/991/5347/6502",6
"GO:0000722","BP","GO:0000722","telomere maintenance via recombination","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"675/5888",2
"GO:0006271","BP","GO:0006271","DNA strand elongation involved in DNA replication","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"4173/5111",2
"GO:0021534","BP","GO:0021534","cell proliferation in hindbrain","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"1950/2247",2
"GO:0021924","BP","GO:0021924","cell proliferation in external granule layer","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"1950/2247",2
"GO:0021930","BP","GO:0021930","cerebellar granule cell precursor proliferation","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"1950/2247",2
"GO:0033008","BP","GO:0033008","positive regulation of mast cell activation involved in immune response","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"2623/2624",2
"GO:0033147","BP","GO:0033147","negative regulation of intracellular estrogen receptor signaling pathway","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"672/8626",2
"GO:0043306","BP","GO:0043306","positive regulation of mast cell degranulation","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"2623/2624",2
"GO:0043970","BP","GO:0043970","histone H3-K9 acetylation","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"672/1111",2
"GO:0045579","BP","GO:0045579","positive regulation of B cell differentiation","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"695/939",2
"GO:0051299","BP","GO:0051299","centrosome separation","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"6790/1111",2
